family;product-type;steel;carbon;hardness;temper_rolling;condition;formability;strength;non-ageing;surface-finish;surface-quality;enamelability;bc;bf;bt;bw/me;bl;chrom;phos;cbond;exptl;ferro;blue/bright/varn/clean;lustre;shape;thick;width;len;oil;bore;packing;classes
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;02;610.0;4170;Y;0;3;2
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01.02;1220.0;0;Y;0;3;3
TN;C;K;45;0;T;S;5;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01.09;610.0;0;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;1.599;1300.0;762;Y;0;3;2
TN;C;V;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;1.201;1525.0;0;Y;0;3;2
TN;C;K;55;0;T;S;5;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01.01;900.0;0;Y;0;3;3
TN;C;R;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;02;1525.0;612;Y;0;3;2
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;M;Y;C;P;Y;Y;Y;B;Y;COIL;03.05;610.0;0;Y;600;3;3
TN;C;A;0;50;T;S;5;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.06;610.0;0;Y;0;3;3
TN;C;A;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01.06;610.0;0;Y;0;3;5
TN;C;W;0;0;T;S;5;310;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;02.05;610.0;4880;Y;0;3;3
TN;C;A;0;60;T;S;5;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.06;50.0;0;Y;0;3;3
TN;C;A;0;45;T;S;5;0;N;P;D;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.485416667;1320.0;760;N;0;3;3
TN;C;R;0;0;T;A;3;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.04;58.0;0;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;03.02;609.09;0;Y;0;3;3
TN;C;A;0;0;T;A;2;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.07;1320.0;0;Y;0;3;3
ZS;C;A;0;50;T;S;5;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01.06;1250.0;0;Y;0;3;3
TN;C;R;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;1.601;830.0;881;Y;0;3;2
TN;C;M;0;0;T;S;5;350;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.09;1320.0;0;Y;0;3;3
TN;C;V;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;02;1525.0;0;Y;0;3;2
TN;C;A;0;0;T;S;2;0;N;P;F;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.485416667;520.0;762;Y;0;3;3
TN;C;A;0;60;T;S;5;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.08;710.01;0;Y;0;3;3
ZS;C;A;0;50;T;S;5;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.06;610.0;0;Y;0;3;3
TN;C;R;0;0;T;S;5;500;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01.06;1320.0;0;Y;0;3;3
TN;C;R;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.06;610.0;4880;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;01.06;1320.0;1000;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.07;610.0;4880;Y;0;3;3
TN;C;A;0;45;T;S;5;0;N;P;D;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.485416667;1320.0;0;N;0;3;3
TN;C;A;0;85;T;S;5;0;N;P;G;2;Y;Y;Y;M;Y;C;P;Y;Y;Y;B;Y;COIL;3.201;1000.0;0;Y;600;3;U
TN;C;A;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.06;1220.0;4880;Y;0;3;5
ZS;C;A;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01;75.0;0;Y;0;3;3
TN;C;A;0;0;T;A;1;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01.06;1220.0;0;Y;0;3;5
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;03.02;609.09;0;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.07;1320.0;0;Y;0;3;3
TN;C;A;0;70;T;S;5;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;02.05;609.09;0;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;F;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.485416667;609.09;0;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;03.02;610.0;1000;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.09;966.01;0;Y;0;3;3
TN;C;A;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;1.001;610.0;0;Y;0;3;3
TN;C;R;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.417361111;375.0;612;Y;0;3;3
TN;C;A;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.08;50.0;0;Y;0;3;5
TN;C;K;45;0;T;S;5;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.06;610.0;0;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;03.02;1320.0;0;Y;0;3;3
TN;C;A;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.06;610.0;4880;Y;0;3;5
TN;C;A;0;0;T;S;2;0;N;P;F;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.69375;1220.0;762;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01.06;50.0;0;Y;0;3;2
TN;C;A;0;0;T;S;2;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;01.02;335.0;4170;Y;0;3;3
ZS;C;A;0;0;T;S;5;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;01.02;1250.0;4880;N;0;3;3
TN;C;W;0;0;T;S;5;310;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;02.05;1274.09;0;Y;600;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.07;610.0;0;Y;0;3;3
TN;C;V;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.08;1320.0;1;Y;0;3;2
TN;C;A;0;85;T;S;5;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;03.02;609.09;0;Y;0;3;U
TN;C;A;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01.06;50.0;0;Y;0;3;5
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.485416667;610.0;4880;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;1.599;1300.0;4880;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.07;610.0;4880;Y;0;3;3
TN;C;A;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.06;1320.0;0;Y;0;3;3
TN;C;A;0;0;T;A;2;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.209027778;610.0;4880;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;F;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.06;1220.0;762;Y;0;3;3
ZS;C;R;0;0;T;S;5;300;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.08;915.01;0;Y;0;3;1
TN;C;A;0;85;T;S;5;0;N;P;G;2;Y;Y;Y;M;Y;C;P;Y;Y;Y;B;Y;COIL;04;1000.0;0;Y;600;3;U
TN;C;K;65;0;T;S;5;0;N;P;E;2;Y;Y;Y;M;Y;C;P;Y;Y;Y;B;Y;COIL;01.05;640.0;0;Y;0;3;3
TN;C;A;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;01.02;335.0;612;Y;0;3;5
TN;C;A;0;0;T;S;2;0;N;P;F;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.06;520.0;4880;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01.06;1320.0;0;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;03.02;1320.0;0;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.04;20;0;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.03;610.0;4880;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;F;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.06;610.0;4880;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;F;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.485416667;520.0;4880;Y;0;3;3
TN;C;A;0;45;T;S;5;0;N;P;D;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.03;610.0;762;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.485416667;610.0;0;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;03.02;610.0;762;Y;0;3;3
ZS;C;A;0;50;T;S;5;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.06;1250.0;0;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01.06;1320.0;0;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.03;1320.0;762;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.485416667;610.0;762;N;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.625694444;966.01;0;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.03;595.0;4880;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;F;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.06;1220.0;4880;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;F;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.485416667;609.09;4880;Y;0;3;3
TN;C;S;70;0;T;S;5;0;N;P;E;2;Y;Y;Y;M;Y;C;P;Y;Y;Y;B;Y;SHEET;02;1000.0;4880;Y;0;3;3
TN;C;A;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;01;610.0;4880;Y;0;3;3
TN;C;A;0;0;T;S;1;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;03.02;60.0;0;Y;0;3;3
TN;C;K;55;0;T;S;5;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01;900.0;0;Y;0;3;3
TN;C;A;0;45;T;S;5;0;N;P;D;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.07;1320.0;0;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01.06;1320.0;0;Y;0;3;3
TN;C;A;0;45;T;S;5;0;N;P;D;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;01.06;610.0;762;Y;0;3;3
TN;C;K;55;0;T;S;5;0;N;P;E;2;Y;Y;Y;M;Y;C;P;Y;Y;Y;B;Y;COIL;02.03;900.0;0;Y;500;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.08;1300.0;762;Y;0;3;2
TN;C;A;0;0;T;A;2;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.209027778;1320.0;4880;Y;0;3;3
TN;C;A;0;50;T;S;5;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.417361111;610.0;0;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;03.02;1320.0;762;Y;0;3;3
TN;C;M;0;0;T;S;5;600;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01.03;1090.0;0;Y;0;3;2
TN;C;A;0;0;T;S;2;0;N;P;F;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.485416667;520.0;4880;Y;0;3;3
TN;C;M;0;0;T;S;5;600;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.09;610.0;1220;Y;0;3;2
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;03.02;1300.0;762;Y;0;3;3
TN;C;M;0;0;T;S;5;350;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;1.399;609.09;0;Y;0;3;3
TN;C;R;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;1.599;610.0;761;Y;0;3;2
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.485416667;610.0;0;N;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.07;1220.0;0;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.485416667;1320.0;0;Y;0;3;3
TN;C;A;0;45;T;S;5;0;N;P;D;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.415972222;610.0;761;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;F;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.485416667;610.0;400;Y;0;3;3
TN;C;A;0;45;T;S;5;0;N;P;D;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;01.06;1320.0;612;Y;0;3;3
TN;C;A;0;0;T;A;1;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.05;609.09;612;Y;0;3;5
TN;C;A;0;45;T;S;5;0;N;P;D;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.209027778;1320.0;0;Y;0;3;3
TN;C;K;65;0;T;S;5;0;N;P;E;2;Y;Y;Y;M;Y;C;P;Y;Y;Y;B;Y;COIL;03.02;640.0;0;Y;500;3;3
TN;C;A;0;0;T;S;3;0;N;P;F;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.06;610.0;762;Y;0;3;3
TN;C;A;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.06;249.09;0;Y;0;3;5
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.07;610.0;0;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;03.02;1300.0;762;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;1.599;1320.0;762;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.08;609.09;0;Y;0;3;3
TN;C;A;0;60;T;S;5;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;01.09;1135.0;0;Y;600;3;3
TN;C;V;0;0;T;S;2;0;N;P;E;1;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.485416667;609.09;0;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.485416667;610.0;0;Y;0;3;3
TN;C;R;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.08;1320.0;762;Y;0;3;2
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.625694444;966.0;0;Y;0;3;3
TN;C;A;0;0;T;S;2;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.07;610.0;762;Y;0;3;3
ZS;C;A;0;0;T;S;5;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.08;75.0;0;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.07;1320.0;762;Y;0;3;3
ZS;C;A;0;50;T;S;5;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.417361111;1250.0;762;Y;0;3;3
TN;C;A;0;60;T;S;5;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.554861111;609.0;0;Y;0;3;3
TN;C;R;6;0;T;S;5;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;01;610.0;4880;Y;0;3;3
ZS;C;A;0;50;T;S;5;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.06;20;0;Y;0;3;3
TN;C;K;45;0;T;S;5;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.06;900.0;0;Y;0;3;3
TN;C;R;6;0;T;S;5;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;01;610.0;762;Y;0;3;3
TN;C;A;0;0;T;A;1;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.05;250.0;0;Y;0;3;5
TN;C;A;0;0;T;S;3;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;COIL;0.06;50.0;0;Y;0;3;5
TN;C;W;0;0;T;S;5;310;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;02.05;1274.09;762;Y;0;3;3
TN;C;A;0;60;T;S;5;0;N;P;G;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;0.55625;255.01;270;Y;0;3;3
TN;C;R;0;0;T;S;2;0;N;P;E;2;Y;Y;Y;B;Y;C;P;Y;Y;Y;B;Y;SHEET;01.06;1500.0;4170;Y;0;3;2
