carbon,hardness,formability,strength,enamelability,thick,width,len,bore,packing,family,product-type,steel,temper_rolling,condition,non-ageing,surface-finish,surface-quality,bc,bf,bt,bw/me,bl,chrom,phos,cbond,exptl,ferro,blue/bright/varn/clean,lustre,shape,oil,classes
range1,range2,range2,range1,range2,range2,range2,range1,range2,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,M,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range1,range1,range1,range1,range2,range1,range2,range1,range1,range2,TN,C,R,T,A,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range1,range2,range2,range1,range2,range1,range1,range1,range1,range2,ZS,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range2,range1,range2,range1,range2,range2,range1,range2,range1,range2,TN,C,S,T,S,N,P,E,Y,Y,Y,M,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,ZS,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range1,range2,range2,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range1,range2,range2,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,S,N,P,D,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range1,range2,range2,range1,range2,TN,C,A,T,S,N,P,F,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range1,range1,range1,range1,range2,range1,range2,range2,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range2,range1,range2,range1,range2,range2,range1,range1,range1,range2,TN,C,K,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range1,range1,range2,range2,range2,range2,range1,range1,range2,range2,TN,C,W,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range2,range2,range2,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,S,N,P,F,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,C,Y,COIL,N,C
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,N,C
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range1,range2,range2,range1,range2,range2,range1,range2,range1,range2,TN,C,A,T,S,N,P,D,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range2,range2,range2,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range2,range1,range2,range1,range2,range2,range2,range1,range2,range2,TN,C,K,T,S,N,P,E,Y,Y,Y,M,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range2,range2,range2,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range2,range1,range2,range1,range2,range2,range2,range1,range2,range2,TN,C,K,T,S,N,P,E,Y,Y,Y,M,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range1,range1,range1,range1,range2,range1,range2,range1,range1,range2,TN,C,R,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range1,range2,range2,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range1,range1,range1,range1,range2,range1,range2,range2,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,C
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,C
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range2,range2,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range1,range2,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range2,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range2,range2,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range1,range2,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range2,range2,range1,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range2,range2,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range2,range2,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range2,range2,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range1,range2,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range2,range2,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range2,range1,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range2,range2,range2,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,E
range1,range1,range1,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,A,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,E
range2,range1,range2,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range1,range1,range2,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,U
range1,range2,range2,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range2,range1,range2,range1,range2,ZS,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,U
range2,range1,range2,range1,range2,range2,range2,range1,range1,range2,TN,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range2,range2,range1,range2,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,M,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range2,range2,range1,range2,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,M,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range1,range2,range2,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,U
range1,range2,range2,range1,range2,range2,range2,range1,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range1,range2,range2,range1,range2,ZS,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,U
range1,range2,range2,range1,range2,range1,range2,range2,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,U
range1,range2,range2,range1,range2,range2,range2,range1,range1,range2,ZS,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,U
range1,range2,range2,range1,range2,range2,range1,range1,range2,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,M,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range2,range1,range1,range2,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,M,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range1,range2,range1,range1,range2,ZS,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,U
range1,range2,range2,range1,range2,range2,range2,range1,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range2,range1,range1,range1,range2,ZS,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,U
range1,range2,range2,range1,range2,range2,range2,range2,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,U
range1,range2,range2,range1,range2,range2,range2,range2,range1,range2,ZS,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,U
range1,range2,range2,range1,range2,range2,range1,range2,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,U
range1,range2,range2,range1,range2,range2,range2,range1,range1,range2,ZS,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,U
range1,range2,range2,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range1,range1,range1,range1,range2,ZS,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,U
range1,range2,range2,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range1,range1,range1,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range2,range2,range1,range2,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,M,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range2,range1,range1,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range1,range2,range1,range1,range2,ZS,C,A,T,S,N,P,E,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,COIL,Y,U
range1,range2,range2,range1,range2,range2,range2,range2,range1,range2,TN,C,A,T,S,N,P,G,Y,Y,Y,B,Y,C,P,Y,Y,Y,B,Y,SHEET,Y,U
