Buying,Maint,Doors,Persons,Lug_Boot, Savety, Acceptability
med,med,four,four,big,low,unacc
med,med,four,four,big,med,acc
med,med,four,four,big,high,vgood
med,med,four,more,small,low,unacc
med,med,four,more,small,med,acc
med,med,four,more,small,high,acc
med,med,four,more,med,low,unacc
med,med,four,more,med,med,acc
med,med,four,more,med,high,vgood
med,med,four,more,big,low,unacc
med,med,four,more,big,med,acc
med,med,four,more,big,high,vgood
med,med,four,more,small,low,unacc
med,med,four,more,small,med,unacc
med,med,four,more,small,high,unacc
med,med,four,more,med,low,unacc
med,med,four,more,med,med,unacc
med,med,four,more,med,high,unacc
med,med,four,more,big,low,unacc
med,med,four,more,big,med,unacc
med,med,four,more,big,high,unacc
med,med,four,more,small,low,unacc
med,med,four,more,small,med,acc
med,med,four,more,small,high,acc
med,med,four,more,med,low,unacc
med,med,four,more,med,med,acc
med,med,four,more,med,high,vgood
med,med,four,more,big,low,unacc
med,med,four,more,big,med,acc
med,med,four,more,big,high,vgood
med,med,four,more,small,low,unacc
med,med,four,more,small,med,acc
med,med,four,more,small,high,acc
med,med,four,more,med,low,unacc
med,med,four,more,med,med,acc
med,med,four,more,med,high,vgood
med,med,four,more,big,low,unacc
med,med,four,more,big,med,acc
med,med,four,more,big,high,vgood
med,low,four,more,small,low,unacc
med,low,four,more,small,med,unacc
med,low,four,more,small,high,unacc
med,low,four,more,med,low,unacc
med,low,four,more,med,med,unacc
med,low,four,more,med,high,unacc
med,low,four,more,big,low,unacc
med,low,four,more,big,med,unacc
med,low,four,more,big,high,unacc
med,low,four,more,small,low,unacc
med,low,four,more,small,med,acc
med,low,four,more,small,high,good
med,low,four,more,med,low,unacc
med,low,four,more,med,med,acc
med,low,four,more,med,high,good
med,low,four,more,big,low,unacc
med,low,four,more,big,med,good
med,low,four,more,big,high,vgood
med,low,four,more,small,low,unacc
med,low,four,more,small,med,unacc
med,low,four,more,small,high,unacc
med,low,four,more,med,low,unacc
med,low,four,more,med,med,acc
med,low,four,more,med,high,good
med,low,four,more,big,low,unacc
med,low,four,more,big,med,good
med,low,four,more,big,high,vgood
med,low,four,more,small,low,unacc
med,low,four,more,small,med,unacc
med,low,four,more,small,high,unacc
med,low,four,more,med,low,unacc
med,low,four,more,med,med,unacc
med,low,four,more,med,high,unacc
med,low,four,more,big,low,unacc
med,low,four,more,big,med,unacc
med,low,four,more,big,high,unacc
med,low,four,more,small,low,unacc
med,low,four,more,small,med,acc
med,low,four,more,small,high,good
med,low,four,more,med,low,unacc
med,low,four,more,med,med,acc
med,low,four,more,med,high,good
med,low,four,more,big,low,unacc
med,low,four,more,big,med,good
med,low,four,more,big,high,vgood
med,low,four,more,small,low,unacc
med,low,four,more,small,med,acc
med,low,four,more,small,high,good
med,low,four,more,med,low,unacc
med,low,four,more,med,med,good
med,low,four,more,med,high,vgood
med,low,four,more,big,low,unacc
med,low,four,more,big,med,good
med,low,four,more,big,high,vgood
med,low,four,more,small,low,unacc
med,low,four,more,small,med,unacc
med,low,four,more,small,high,unacc
med,low,four,more,med,low,unacc
med,low,four,more,med,med,unacc
med,low,four,more,med,high,unacc
med,low,four,more,big,low,unacc
med,low,four,more,big,med,unacc
med,low,four,more,big,high,unacc
med,low,four,more,small,low,unacc
med,low,four,more,small,med,acc
med,low,four,more,small,high,good
med,low,four,more,med,low,unacc
med,low,four,more,med,med,good
med,low,four,more,med,high,vgood
med,low,four,more,big,low,unacc
med,low,four,more,big,med,good
med,low,four,more,big,high,vgood
med,low,four,more,small,low,unacc
med,low,four,more,small,med,acc
med,low,four,more,small,high,good
med,low,four,more,med,low,unacc
med,low,four,more,med,med,good
med,low,four,more,med,high,vgood
med,low,four,more,big,low,unacc
med,low,four,more,big,med,good
med,low,four,more,big,high,vgood
med,low,four,more,small,low,unacc
med,low,four,more,small,med,unacc
med,low,four,more,small,high,unacc
med,low,four,more,med,low,unacc
med,low,four,more,med,med,unacc
med,low,four,more,med,high,unacc
med,low,four,more,big,low,unacc
med,low,four,more,big,med,unacc
med,low,four,more,big,high,unacc
med,low,four,more,small,low,unacc
med,low,four,more,small,med,acc
med,low,four,more,small,high,good
med,low,four,more,med,low,unacc
med,low,four,more,med,med,good
med,low,four,more,med,high,vgood
med,low,four,more,big,low,unacc
med,low,four,more,big,med,good
med,low,four,more,big,high,vgood
med,low,four,more,small,low,unacc
med,low,four,more,small,med,acc
med,low,four,more,small,high,good
med,low,four,more,med,low,unacc
med,low,four,more,med,med,good
med,low,four,more,med,high,vgood
med,low,four,more,big,low,unacc
med,low,four,more,big,med,good
med,low,four,more,big,high,vgood
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,unacc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,unacc
low,vhigh,5more,more,med,high,unacc
low,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,med,unacc
low,vhigh,5more,more,big,high,unacc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,acc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,unacc
low,vhigh,5more,more,med,high,acc
low,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,med,acc
low,vhigh,5more,more,big,high,acc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,unacc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,unacc
low,vhigh,5more,more,med,high,acc
low,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,med,acc
low,vhigh,5more,more,big,high,acc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,unacc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,unacc
low,vhigh,5more,more,med,high,unacc
low,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,med,unacc
low,vhigh,5more,more,big,high,unacc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,acc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,unacc
low,vhigh,5more,more,med,high,acc
low,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,med,acc
low,vhigh,5more,more,big,high,acc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,acc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,acc
low,vhigh,5more,more,med,high,acc
low,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,med,acc
low,vhigh,5more,more,big,high,acc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,unacc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,unacc
low,vhigh,5more,more,med,high,unacc
low,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,med,unacc
low,vhigh,5more,more,big,high,unacc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,acc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,acc
low,vhigh,5more,more,med,high,acc
low,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,med,acc
low,vhigh,5more,more,big,high,acc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,acc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,acc
low,vhigh,5more,more,med,high,acc
low,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,med,acc
low,vhigh,5more,more,big,high,acc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,unacc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,unacc
low,vhigh,5more,more,med,high,unacc
low,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,med,unacc
low,vhigh,5more,more,big,high,unacc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,acc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,acc
low,vhigh,5more,more,med,high,acc
low,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,med,acc
low,vhigh,5more,more,big,high,acc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,acc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,acc
low,vhigh,5more,more,med,high,acc
low,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,med,acc
low,vhigh,5more,more,big,high,acc
low,high,5more,more,small,low,unacc
low,high,5more,more,small,med,unacc
low,high,5more,more,small,high,unacc
low,high,5more,more,med,low,unacc
low,high,5more,more,med,med,unacc
low,high,5more,more,med,high,unacc
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,unacc
low,high,5more,more,big,high,unacc
low,high,5more,more,small,low,unacc
low,high,5more,more,small,med,acc
low,high,5more,more,small,high,acc
low,high,5more,more,med,low,unacc
low,high,5more,more,med,med,acc
low,high,5more,more,med,high,acc
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,acc
low,high,5more,more,big,high,vgood
low,high,5more,more,small,low,unacc
low,high,5more,more,small,med,unacc
low,high,5more,more,small,high,unacc
low,high,5more,more,med,low,unacc
low,high,5more,more,med,med,acc
low,high,5more,more,med,high,acc
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,acc
low,high,5more,more,big,high,vgood
low,high,5more,more,small,low,unacc
low,high,5more,more,small,med,unacc
low,high,5more,more,small,high,unacc
low,high,5more,more,med,low,unacc
low,high,5more,more,med,med,unacc
low,high,5more,more,med,high,unacc
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,unacc
low,high,5more,more,big,high,unacc
low,high,5more,more,small,low,unacc
low,high,5more,more,small,med,acc
low,high,5more,more,small,high,acc
low,high,5more,more,med,low,unacc
low,high,5more,more,med,med,acc
low,high,5more,more,med,high,acc
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,acc
low,high,5more,more,big,high,vgood
low,high,5more,more,small,low,unacc
low,high,5more,more,small,med,acc
low,high,5more,more,small,high,acc
low,high,5more,more,med,low,unacc
low,high,5more,more,med,med,acc
low,high,5more,more,med,high,vgood
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,acc
low,high,5more,more,big,high,vgood
low,high,5more,more,small,low,unacc
low,high,5more,more,small,med,unacc
low,high,5more,more,small,high,unacc
low,high,5more,more,med,low,unacc
low,high,5more,more,med,med,unacc
low,high,5more,more,med,high,unacc
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,unacc
low,high,5more,more,big,high,unacc
low,high,5more,more,small,low,unacc
low,high,5more,more,small,med,acc
low,high,5more,more,small,high,acc
low,high,5more,more,med,low,unacc
low,high,5more,more,med,med,acc
low,high,5more,more,med,high,vgood
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,acc
low,high,5more,more,big,high,vgood
low,high,5more,more,small,low,unacc
low,high,5more,more,small,med,acc
low,high,5more,more,small,high,acc
low,high,5more,more,med,low,unacc
low,high,5more,more,med,med,acc
low,high,5more,more,med,high,vgood
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,acc
low,high,5more,more,big,high,vgood
low,high,5more,more,small,low,unacc
low,high,5more,more,small,med,unacc
low,high,5more,more,small,high,unacc
low,high,5more,more,med,low,unacc
low,high,5more,more,med,med,unacc
low,high,5more,more,med,high,unacc
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,unacc
low,high,5more,more,big,high,unacc
low,high,5more,more,small,low,unacc
low,high,5more,more,small,med,acc
low,high,5more,more,small,high,acc
low,high,5more,more,med,low,unacc
low,high,5more,more,med,med,acc
low,high,5more,more,med,high,vgood
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,acc
low,high,5more,more,big,high,vgood
low,high,5more,more,small,low,unacc
low,high,5more,more,small,med,acc
low,high,5more,more,small,high,acc
low,high,5more,more,med,low,unacc
low,high,5more,more,med,med,acc
low,high,5more,more,med,high,vgood
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,acc
low,high,5more,more,big,high,vgood
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,unacc
low,med,5more,more,small,high,unacc
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,unacc
low,med,5more,more,med,high,unacc
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,unacc
low,med,5more,more,big,high,unacc
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,acc
low,med,5more,more,small,high,good
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,acc
low,med,5more,more,med,high,good
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,good
low,med,5more,more,big,high,vgood
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,unacc
low,med,5more,more,small,high,unacc
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,acc
low,med,5more,more,med,high,good
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,good
low,med,5more,more,big,high,vgood
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,unacc
low,med,5more,more,small,high,unacc
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,unacc
low,med,5more,more,med,high,unacc
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,unacc
low,med,5more,more,big,high,unacc
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,acc
low,med,5more,more,small,high,good
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,acc
low,med,5more,more,med,high,good
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,good
low,med,5more,more,big,high,vgood
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,acc
low,med,5more,more,small,high,good
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,good
low,med,5more,more,med,high,vgood
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,good
low,med,5more,more,big,high,vgood
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,unacc
low,med,5more,more,small,high,unacc
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,unacc
low,med,5more,more,med,high,unacc
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,unacc
low,med,5more,more,big,high,unacc
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,acc
low,med,5more,more,small,high,good
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,good
low,med,5more,more,med,high,vgood
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,good
low,med,5more,more,big,high,vgood
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,acc
low,med,5more,more,small,high,good
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,good
low,med,5more,more,med,high,vgood
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,good
low,med,5more,more,big,high,vgood
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,unacc
low,med,5more,more,small,high,unacc
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,unacc
low,med,5more,more,med,high,unacc
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,unacc
low,med,5more,more,big,high,unacc
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,acc
low,med,5more,more,small,high,good
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,good
low,med,5more,more,med,high,vgood
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,good
low,med,5more,more,big,high,vgood
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,acc
low,med,5more,more,small,high,good
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,good
low,med,5more,more,med,high,vgood
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,good
low,med,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,unacc
low,low,5more,more,small,high,unacc
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,unacc
low,low,5more,more,med,high,unacc
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,unacc
low,low,5more,more,big,high,unacc
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,acc
low,low,5more,more,med,high,good
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,unacc
low,low,5more,more,small,high,unacc
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,acc
low,low,5more,more,med,high,good
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,unacc
low,low,5more,more,small,high,unacc
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,unacc
low,low,5more,more,med,high,unacc
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,unacc
low,low,5more,more,big,high,unacc
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,acc
low,low,5more,more,med,high,good
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,good
low,low,5more,more,med,high,vgood
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,unacc
low,low,5more,more,small,high,unacc
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,unacc
low,low,5more,more,med,high,unacc
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,unacc
low,low,5more,more,big,high,unacc
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,good
low,low,5more,more,med,high,vgood
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,good
low,low,5more,more,med,high,vgood
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,unacc
low,low,5more,more,small,high,unacc
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,unacc
low,low,5more,more,med,high,unacc
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,unacc
low,low,5more,more,big,high,unacc
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,good
low,low,5more,more,med,high,vgood
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,good
low,low,5more,more,med,high,vgood
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
